PtsW,Power Index FPI,Power Index OFF,Power Index DEF_Losing Team,Power Index ST,Ranks SOS,Ranks AVGWP,YdsW,TOW,EPA/play,OVR_SUCCESS_RATE,Dropback EPA,DROPBACK_SR,Rush EPA,RUN_SR,PtsL,Power Index FPI_Losing Team,Power Index OFF_Losing Team,Power Index DEF,Power Index ST_Losing Team,Ranks SOS_Losing Team,Ranks AVGWP_Losing Team,YdsL,TOL,EPA/play_Loss,OVR_SUCCESS_RATE_Loss,Dropback EPA_Loss,DROPBACK_SR_Loss,Rush EPA_Loss,RUN_SR_Loss
23.0,-5.0,-5.8,0.1,-0.2,5.0,25.0,306.0,2.0,-0.11,0.385,-0.285,0.321,0.022000000000000002,0.4320000000000001,17.0,5.5,5.2,1.0,0.2,29.0,9.0,282.0,2.0,-0.040999999999999995,0.5,-0.042,0.478,-0.04,0.556
20.0,4.0,0.4,2.5,-0.1,30.0,4.0,398.0,2.0,-0.125,0.321,-0.13,0.373,-0.115,0.2,17.0,6.1,4.1,3.6,-0.5,25.0,12.0,322.0,2.0,-0.11699999999999999,0.397,0.021,0.41,-0.301,0.379
26.0,8.1,4.5,2.5,0.4,12.0,1.0,454.0,0.0,0.255,0.481,0.41600000000000004,0.541,0.107,0.425,24.0,6.1,4.1,3.2,-0.5,25.0,12.0,400.0,1.0,0.23199999999999998,0.456,0.316,0.5,-0.05,0.308
21.0,8.7,9.7,2.5,0.5,26.0,3.0,414.0,0.0,0.051,0.442,0.217,0.519,-0.204,0.324,13.0,6.1,4.1,-1.5,-0.5,25.0,12.0,349.0,1.0,0.149,0.519,0.071,0.515,0.272,0.524
24.0,3.1,3.5,2.5,0.8,21.0,6.0,311.0,0.0,0.027999999999999997,0.463,-0.171,0.414,0.257,0.52,10.0,6.1,4.1,-1.2,-0.5,25.0,12.0,330.0,3.0,-0.113,0.425,-0.151,0.426,-0.043,0.423
30.0,3.1,3.5,2.5,0.8,21.0,6.0,397.0,0.0,0.146,0.485,0.121,0.472,0.175,0.5,13.0,6.1,4.1,-1.2,-0.5,25.0,12.0,307.0,4.0,-0.098,0.444,-0.25,0.39,0.185,0.545
24.0,-4.3,-7.3,2.5,-0.4,16.0,30.0,321.0,2.0,-0.008,0.418,0.18600000000000005,0.514,-0.247,0.3,21.0,6.1,4.1,3.4,-0.5,25.0,12.0,249.0,1.0,0.023,0.448,0.21899999999999997,0.556,-0.29600000000000004,0.273
19.0,-5.0,-4.1,2.5,0.1,11.0,31.0,336.0,0.0,0.129,0.418,0.23,0.417,0.012,0.419,17.0,6.1,4.1,-1.0,-0.5,25.0,12.0,367.0,0.0,0.161,0.534,0.245,0.628,-0.08199999999999999,0.267
20.0,6.7,7.9,-1.0,0.0,9.0,7.0,347.0,0.0,0.139,0.444,0.353,0.512,-0.18,0.345,0.0,-5.0,-4.1,-1.2,0.1,11.0,31.0,186.0,1.0,-0.309,0.392,-0.32,0.4,-0.28300000000000003,0.375
35.0,8.7,9.7,-1.0,0.5,26.0,3.0,417.0,2.0,0.11900000000000001,0.463,0.324,0.485,-0.08,0.441,17.0,-5.0,-4.1,-1.5,0.1,11.0,31.0,221.0,3.0,-0.215,0.417,-0.132,0.442,-0.4270000000000001,0.353
29.0,3.1,3.5,-1.0,0.8,21.0,6.0,404.0,0.0,0.084,0.403,0.349,0.489,-0.289,0.281,13.0,-5.0,-4.1,-1.2,0.1,11.0,31.0,345.0,2.0,-0.156,0.382,-0.14800000000000002,0.359,-0.17600000000000002,0.438
27.0,-1.2,1.0,-1.0,0.1,10.0,23.0,379.0,2.0,0.17600000000000002,0.417,0.369,0.529,-0.077,0.269,24.0,-5.0,-4.1,-2.4,0.1,11.0,31.0,395.0,1.0,0.01,0.424,0.24100000000000002,0.5329999999999999,-0.484,0.19
24.0,-4.4,-3.1,-1.0,0.0,15.0,16.0,328.0,0.0,0.087,0.459,0.21,0.486,-0.08,0.423,16.0,-5.0,-4.1,-1.3,0.1,11.0,31.0,349.0,3.0,-0.095,0.459,-0.19399999999999998,0.407,0.174,0.6
22.0,-4.4,-3.1,-1.0,0.0,15.0,16.0,312.0,0.0,0.16899999999999998,0.438,0.36,0.459,-0.092,0.407,16.0,-5.0,-4.1,-1.3,0.1,11.0,31.0,356.0,1.0,-0.025,0.443,-0.047,0.44,0.028999999999999998,0.45
40.0,1.9,-2.1,-1.0,0.7,32.0,10.0,295.0,0.0,0.077,0.443,0.07,0.375,0.081,0.486,0.0,-5.0,-4.1,3.4,0.1,11.0,31.0,196.0,2.0,-0.541,0.303,-0.669,0.319,-0.225,0.263
45.0,3.6,1.1,-1.0,-0.1,4.0,13.0,548.0,0.0,0.474,0.5489999999999999,0.5479999999999999,0.595,0.39399999999999996,0.5,21.0,-5.0,-4.1,2.6,0.1,11.0,31.0,313.0,1.0,0.07,0.436,0.13699999999999998,0.487,-0.092,0.313
30.0,0.1,2.2,-1.0,-0.3,8.0,28.0,321.0,0.0,-0.004,0.348,0.13699999999999998,0.409,-0.285,0.227,20.0,-5.0,-4.1,-1.8,0.1,11.0,31.0,448.0,5.0,-0.091,0.328,0.045,0.422,-0.41200000000000003,0.105
20.0,-7.3,-5.4,-1.0,-0.6,14.0,22.0,336.0,1.0,-0.069,0.403,0.179,0.517,-0.28600000000000003,0.303,6.0,-5.0,-4.1,-1.3,0.1,11.0,31.0,225.0,2.0,-0.297,0.344,-0.228,0.38,-0.541,0.214
34.0,6.7,7.9,1.1,0.0,9.0,7.0,535.0,1.0,0.19399999999999998,0.536,0.17,0.574,0.245,0.455,31.0,1.0,0.4,-1.2,-0.5,3.0,14.0,456.0,0.0,0.257,0.414,0.42100000000000004,0.513,0.049,0.29
30.0,8.1,4.5,1.1,0.4,12.0,1.0,356.0,2.0,-0.091,0.403,0.161,0.511,-0.606,0.182,17.0,1.0,0.4,3.2,-0.5,3.0,14.0,264.0,4.0,-0.239,0.381,-0.23800000000000002,0.408,-0.245,0.28600000000000003
34.0,8.1,4.5,1.1,0.4,12.0,1.0,371.0,1.0,0.185,0.406,0.505,0.556,-0.225,0.214,24.0,1.0,0.4,3.2,-0.5,3.0,14.0,344.0,1.0,0.062,0.508,0.12300000000000001,0.532,-0.115,0.438
38.0,6.0,1.9,1.1,0.4,13.0,2.0,406.0,2.0,0.23,0.525,0.496,0.633,-0.044000000000000004,0.414,30.0,1.0,0.4,3.7,-0.5,3.0,14.0,394.0,1.0,0.037000000000000005,0.459,0.098,0.458,-0.07400000000000001,0.462
29.0,3.1,3.5,1.1,0.8,21.0,6.0,429.0,0.0,0.205,0.514,0.218,0.478,0.183,0.5710000000000001,20.0,1.0,0.4,-1.2,-0.5,3.0,14.0,331.0,1.0,0.07,0.51,0.231,0.519,-0.128,0.5
33.0,2.9,4.0,1.1,0.3,6.0,11.0,307.0,1.0,0.004,0.426,-0.002,0.393,0.008,0.45,19.0,1.0,0.4,-1.3,-0.5,3.0,14.0,285.0,3.0,-0.1,0.35600000000000004,-0.059000000000000004,0.364,-0.22,0.333
38.0,2.9,4.0,1.1,0.3,6.0,11.0,275.0,0.0,0.08,0.418,0.099,0.345,0.065,0.474,14.0,1.0,0.4,-1.3,-0.5,3.0,14.0,280.0,4.0,-0.149,0.4,-0.126,0.442,-0.20600000000000002,0.294
30.0,6.1,4.1,1.1,-0.5,25.0,12.0,488.0,1.0,-0.022000000000000002,0.431,-0.054000000000000006,0.405,0.012,0.457,13.0,1.0,0.4,2.5,-0.5,3.0,14.0,201.0,1.0,-0.312,0.34,-0.31,0.387,-0.314,0.263
18.0,-2.6,-3.7,1.1,-0.3,2.0,26.0,381.0,1.0,-0.077,0.35100000000000003,-0.389,0.313,0.161,0.381,10.0,1.0,0.4,1.4,-0.5,3.0,14.0,197.0,3.0,-0.39899999999999997,0.281,-0.562,0.25,-0.016,0.353
23.0,6.7,7.9,0.1,0.0,9.0,7.0,315.0,1.0,-0.13699999999999998,0.344,-0.046,0.467,-0.225,0.226,13.0,4.5,4.0,-1.2,0.4,1.0,8.0,331.0,2.0,-0.207,0.349,0.09699999999999999,0.442,-0.86,0.15
15.0,8.1,4.5,0.1,0.4,12.0,1.0,334.0,2.0,0.09,0.516,0.41700000000000004,0.667,-0.28300000000000003,0.345,10.0,4.5,4.0,3.2,0.4,1.0,8.0,281.0,0.0,-0.036000000000000004,0.403,-0.016,0.39,-0.07400000000000001,0.429
23.0,8.7,9.7,0.1,0.5,26.0,3.0,403.0,0.0,0.207,0.535,0.47200000000000003,0.6,-0.05,0.472,7.0,4.5,4.0,-1.5,0.4,1.0,8.0,343.0,0.0,0.059000000000000004,0.518,0.192,0.568,-0.201,0.421
14.0,6.0,1.9,0.1,0.4,13.0,2.0,312.0,0.0,0.040999999999999995,0.4920000000000001,0.157,0.5589999999999999,-0.096,0.414,9.0,4.5,4.0,3.7,0.4,1.0,8.0,275.0,0.0,-0.057999999999999996,0.358,-0.002,0.406,-0.14300000000000002,0.28600000000000003
23.0,-4.4,-3.1,0.1,0.0,15.0,16.0,281.0,0.0,0.03,0.431,0.23399999999999999,0.462,-0.136,0.406,17.0,4.5,4.0,-1.3,0.4,1.0,8.0,389.0,3.0,-0.1,0.434,-0.174,0.489,0.019,0.345
20.0,3.6,1.1,0.1,-0.1,4.0,13.0,330.0,2.0,-0.105,0.4,0.0,0.414,-0.18899999999999997,0.389,17.0,4.5,4.0,2.6,0.4,1.0,8.0,355.0,1.0,-0.158,0.424,-0.055,0.488,-0.39,0.278
20.0,-5.0,-4.1,0.1,0.1,11.0,31.0,289.0,1.0,0.07,0.4,0.16699999999999998,0.429,-0.042,0.3670000000000001,17.0,4.5,4.0,-1.0,0.4,1.0,8.0,339.0,1.0,0.025,0.474,0.127,0.526,-0.17800000000000002,0.368
38.0,8.1,4.5,3.7,0.4,12.0,1.0,456.0,0.0,0.337,0.5,0.7020000000000001,0.618,-0.106,0.35700000000000004,7.0,6.0,1.9,3.2,0.4,13.0,2.0,333.0,3.0,-0.177,0.373,-0.23199999999999998,0.4,-0.015,0.294
26.0,5.5,5.2,3.7,0.2,29.0,9.0,335.0,0.0,0.073,0.431,0.24,0.463,-0.14800000000000002,0.387,9.0,6.0,1.9,0.1,0.4,13.0,2.0,237.0,1.0,-0.23600000000000002,0.333,-0.29100000000000004,0.318,-0.126,0.364
14.0,1.0,1.0,3.7,0.4,18.0,15.0,251.0,0.0,-0.124,0.364,-0.091,0.405,-0.16699999999999998,0.31,7.0,6.0,1.9,-0.4,0.4,13.0,2.0,284.0,3.0,-0.295,0.393,-0.159,0.412,-0.506,0.364
31.0,3.6,1.1,3.7,-0.1,4.0,13.0,345.0,1.0,0.078,0.426,-0.091,0.37,0.212,0.471,24.0,6.0,1.9,2.6,0.4,13.0,2.0,356.0,3.0,-0.10400000000000001,0.466,-0.092,0.474,-0.145,0.438
41.0,8.1,4.5,-1.5,0.4,12.0,1.0,538.0,1.0,0.42200000000000004,0.507,0.56,0.545,0.19699999999999998,0.444,33.0,8.7,9.7,3.2,0.5,26.0,3.0,613.0,1.0,0.239,0.493,0.319,0.5379999999999999,0.040999999999999995,0.381
42.0,3.1,3.5,-1.5,0.8,21.0,6.0,537.0,1.0,0.358,0.5539999999999999,0.502,0.6,0.127,0.48,27.0,8.7,9.7,-1.2,0.5,26.0,3.0,371.0,0.0,0.005,0.43,0.13,0.4,-0.161,0.471
33.0,3.6,1.1,-1.5,-0.1,4.0,13.0,444.0,2.0,0.337,0.524,0.627,0.611,-0.049,0.407,30.0,8.7,9.7,2.6,0.5,26.0,3.0,373.0,0.0,0.187,0.5710000000000001,0.201,0.5489999999999999,0.15,0.632
27.0,-5.0,-4.1,-1.5,0.1,11.0,31.0,362.0,0.0,0.046,0.429,0.132,0.488,-0.091,0.333,20.0,8.7,9.7,-1.0,0.5,26.0,3.0,248.0,2.0,-0.105,0.377,-0.084,0.392,-0.213,0.3
27.0,8.1,4.5,1.4,0.4,12.0,1.0,354.0,1.0,0.040999999999999995,0.48,-0.059000000000000004,0.462,0.15,0.5,24.0,-2.6,-3.7,3.2,-0.3,2.0,26.0,415.0,2.0,0.044000000000000004,0.5,0.198,0.585,-0.4370000000000001,0.235
34.0,8.1,4.5,1.4,0.4,12.0,1.0,341.0,0.0,0.18,0.424,0.33,0.45,-0.051,0.385,29.0,-2.6,-3.7,3.2,-0.3,2.0,26.0,504.0,1.0,0.114,0.488,0.20600000000000002,0.524,-0.13699999999999998,0.391
24.0,-1.2,1.0,1.4,0.1,10.0,23.0,401.0,1.0,-0.025,0.385,0.19,0.459,-0.31,0.28600000000000003,17.0,-2.6,-3.7,-2.4,-0.3,2.0,26.0,265.0,2.0,-0.16899999999999998,0.419,-0.17800000000000002,0.415,-0.151,0.429
24.0,1.0,1.0,1.4,0.4,18.0,15.0,257.0,1.0,-0.122,0.339,0.049,0.467,-0.282,0.219,10.0,-2.6,-3.7,-0.4,-0.3,2.0,26.0,270.0,1.0,-0.284,0.321,-0.228,0.405,-0.392,0.158
51.0,3.9,2.5,1.4,0.3,17.0,5.0,473.0,0.0,0.392,0.413,1.004,0.52,-0.012,0.342,17.0,-2.6,-3.7,1.1,-0.3,2.0,26.0,319.0,3.0,-0.10800000000000001,0.433,-0.031,0.381,-0.237,0.52
19.0,2.9,4.0,1.4,0.3,6.0,11.0,392.0,0.0,0.07400000000000001,0.479,0.18899999999999997,0.488,-0.091,0.467,3.0,-2.6,-3.7,-1.3,-0.3,2.0,26.0,233.0,1.0,-0.159,0.446,-0.17,0.489,-0.11599999999999999,0.273
30.0,2.9,4.0,1.4,0.3,6.0,11.0,454.0,0.0,0.326,0.483,0.5479999999999999,0.471,0.035,0.5,10.0,-2.6,-3.7,-1.3,-0.3,2.0,26.0,330.0,2.0,-0.10400000000000001,0.475,-0.182,0.447,0.009000000000000001,0.515
23.0,-4.9,-6.6,1.4,-0.4,20.0,19.0,289.0,2.0,-0.16699999999999998,0.343,-0.07400000000000001,0.436,-0.29600000000000004,0.214,0.0,-2.6,-3.7,2.0,-0.3,2.0,26.0,293.0,3.0,-0.44299999999999995,0.394,-0.391,0.481,-0.5870000000000001,0.158
25.0,0.1,2.2,1.4,-0.3,8.0,28.0,434.0,0.0,0.105,0.45,0.187,0.488,-0.071,0.368,23.0,-2.6,-3.7,-1.8,-0.3,2.0,26.0,379.0,0.0,0.06,0.443,0.2,0.509,-0.225,0.308
24.0,4.1,1.6,1.4,0.1,22.0,18.0,425.0,1.0,0.052000000000000005,0.453,0.312,0.5429999999999999,-0.36,0.31,7.0,-2.6,-3.7,2.4,-0.3,2.0,26.0,177.0,1.0,-0.28300000000000003,0.271,-0.368,0.238,-0.07200000000000001,0.353
20.0,1.0,0.4,1.4,-0.5,3.0,14.0,323.0,1.0,-0.15,0.42,-0.16,0.475,-0.136,0.345,10.0,-2.6,-3.7,1.1,-0.3,2.0,26.0,170.0,1.0,-0.389,0.28600000000000003,-0.594,0.242,-0.09300000000000001,0.348
27.0,6.1,4.1,1.4,-0.5,25.0,12.0,382.0,1.0,0.048,0.421,0.11,0.449,-0.064,0.37,22.0,-2.6,-3.7,2.5,-0.3,2.0,26.0,335.0,2.0,-0.08,0.471,-0.21600000000000005,0.3720000000000001,0.153,0.64
31.0,-3.0,-0.1,1.4,-0.3,19.0,27.0,474.0,2.0,0.22699999999999998,0.431,0.589,0.56,-0.048,0.333,21.0,-2.6,-3.7,-2.6,-0.3,2.0,26.0,374.0,1.0,0.12300000000000001,0.462,0.23199999999999998,0.537,-0.064,0.333
34.0,8.1,4.5,2.0,0.4,12.0,1.0,419.0,1.0,0.166,0.369,0.5,0.444,-0.248,0.276,7.0,-4.9,-6.6,3.2,-0.4,20.0,19.0,307.0,1.0,-0.114,0.35,-0.09,0.37,-0.191,0.28600000000000003
35.0,1.0,1.0,2.0,0.4,18.0,15.0,367.0,1.0,-0.113,0.406,0.035,0.488,-0.358,0.269,23.0,-4.9,-6.6,-0.4,-0.4,20.0,19.0,308.0,4.0,-0.276,0.405,-0.215,0.446,-0.465,0.278
33.0,3.9,2.5,2.0,0.3,17.0,5.0,425.0,1.0,0.13,0.43,0.043,0.425,0.22,0.436,0.0,-4.9,-6.6,1.1,-0.4,20.0,19.0,196.0,2.0,-0.39399999999999996,0.28,-0.426,0.297,-0.303,0.231
32.0,3.9,2.5,2.0,0.3,17.0,5.0,303.0,1.0,-0.028999999999999998,0.431,0.134,0.515,-0.244,0.32,16.0,-4.9,-6.6,1.1,-0.4,20.0,19.0,305.0,2.0,-0.245,0.375,-0.4,0.341,0.094,0.45
28.0,2.9,4.0,2.0,0.3,6.0,11.0,273.0,0.0,0.115,0.391,0.228,0.476,0.02,0.32,17.0,-4.9,-6.6,-1.3,-0.4,20.0,19.0,332.0,0.0,-0.006,0.407,0.036000000000000004,0.407,-0.121,0.409
31.0,-5.7,-2.4,2.0,-0.6,24.0,24.0,357.0,2.0,0.023,0.457,0.05,0.514,-0.006,0.394,21.0,-4.9,-6.6,-2.8,-0.4,20.0,19.0,292.0,2.0,-0.149,0.379,0.04,0.488,-0.605,0.118
22.0,4.1,1.6,2.0,0.1,22.0,18.0,287.0,0.0,-0.043,0.328,0.081,0.439,-0.295,0.1,16.0,-4.9,-6.6,2.4,-0.4,20.0,19.0,290.0,1.0,-0.11,0.375,0.095,0.474,-0.621,0.13
20.0,1.0,0.4,2.0,-0.5,3.0,14.0,218.0,1.0,-0.14400000000000002,0.38,-0.009000000000000001,0.5,-0.34600000000000003,0.2,15.0,-4.9,-6.6,1.1,-0.4,20.0,19.0,286.0,2.0,-0.23800000000000002,0.37,-0.389,0.3,0.004,0.484
33.0,8.1,4.5,-2.6,0.4,12.0,1.0,304.0,1.0,-0.035,0.463,-0.040999999999999995,0.447,-0.026000000000000002,0.483,10.0,-3.0,-0.1,3.2,-0.3,19.0,27.0,238.0,2.0,-0.325,0.379,-0.297,0.383,-0.39299999999999996,0.368
41.0,3.9,2.5,-2.6,0.3,17.0,5.0,418.0,2.0,0.396,0.54,0.85,0.6559999999999999,-0.07200000000000001,0.419,39.0,-3.0,-0.1,1.1,-0.3,19.0,27.0,421.0,2.0,0.034,0.41,0.128,0.444,-0.095,0.364
23.0,3.6,1.1,-2.6,-0.1,4.0,13.0,287.0,2.0,-0.013999999999999999,0.397,0.21899999999999997,0.5,-0.201,0.314,3.0,-3.0,-0.1,2.6,-0.3,19.0,27.0,217.0,2.0,-0.39899999999999997,0.386,-0.355,0.45,-0.501,0.235
40.0,2.9,4.0,-2.6,0.3,6.0,11.0,501.0,0.0,0.366,0.528,0.41600000000000004,0.5479999999999999,0.32799999999999996,0.512,10.0,-3.0,-0.1,-1.3,-0.3,19.0,27.0,290.0,3.0,-0.21,0.455,-0.3720000000000001,0.413,0.163,0.55
18.0,-4.9,-6.6,-2.6,-0.4,20.0,19.0,368.0,1.0,-0.08900000000000001,0.429,0.005,0.459,-0.34,0.348,15.0,-3.0,-0.1,2.0,-0.3,19.0,27.0,305.0,1.0,-0.11699999999999999,0.361,-0.12300000000000001,0.375,-0.10300000000000001,0.333
20.0,-4.9,-6.6,-2.6,-0.4,20.0,19.0,368.0,2.0,-0.063,0.378,0.134,0.438,-0.213,0.333,10.0,-3.0,-0.1,2.0,-0.3,19.0,27.0,329.0,2.0,-0.324,0.365,-0.39799999999999996,0.35600000000000004,-0.028999999999999998,0.4
12.0,4.1,1.6,-2.6,0.1,22.0,18.0,312.0,0.0,-0.042,0.359,0.017,0.396,-0.136,0.3,9.0,-3.0,-0.1,2.4,-0.3,19.0,27.0,248.0,1.0,-0.255,0.28600000000000003,-0.5489999999999999,0.241,0.17,0.35
24.0,4.1,1.6,-2.6,0.1,22.0,18.0,318.0,1.0,0.066,0.448,0.18100000000000002,0.465,-0.139,0.417,13.0,-3.0,-0.1,2.4,-0.3,19.0,27.0,280.0,1.0,-0.207,0.35700000000000004,-0.243,0.354,-0.128,0.364
26.0,1.0,0.4,-2.6,-0.5,3.0,14.0,419.0,2.0,0.040999999999999995,0.479,0.342,0.643,-0.3670000000000001,0.258,24.0,-3.0,-0.1,1.1,-0.3,19.0,27.0,335.0,1.0,0.066,0.417,0.028999999999999998,0.34,0.168,0.632
26.0,-10.3,-5.1,-2.6,0.6,31.0,20.0,447.0,1.0,0.012,0.446,-0.012,0.444,0.049,0.448,23.0,-3.0,-0.1,-5.8,-0.3,19.0,27.0,402.0,0.0,0.10800000000000001,0.417,0.354,0.51,-0.41700000000000004,0.217
51.0,8.1,4.5,3.4,0.4,12.0,1.0,419.0,1.0,0.19399999999999998,0.5,0.423,0.545,-0.022000000000000002,0.457,23.0,-4.3,-7.3,3.2,-0.4,16.0,30.0,226.0,2.0,-0.22399999999999998,0.338,-0.18,0.3720000000000001,-0.311,0.273
41.0,8.7,9.7,3.4,0.5,26.0,3.0,396.0,0.0,0.17800000000000002,0.6,0.35200000000000004,0.6829999999999999,-0.067,0.483,16.0,-4.3,-7.3,-1.5,-0.4,16.0,30.0,339.0,2.0,-0.009000000000000001,0.387,0.022000000000000002,0.412,-0.046,0.35700000000000004
29.0,3.1,3.5,3.4,0.8,21.0,6.0,276.0,2.0,-0.253,0.317,-0.207,0.389,-0.322,0.208,19.0,-4.3,-7.3,-1.2,-0.4,16.0,30.0,364.0,5.0,-0.16699999999999998,0.444,-0.19899999999999998,0.442,-0.11900000000000001,0.448
27.0,3.1,3.5,3.4,0.8,21.0,6.0,379.0,2.0,0.016,0.477,0.192,0.561,-0.284,0.333,24.0,-4.3,-7.3,-1.2,-0.4,16.0,30.0,336.0,3.0,-0.10800000000000001,0.4920000000000001,-0.109,0.5379999999999999,-0.106,0.423
21.0,-1.2,1.0,3.4,0.1,10.0,23.0,348.0,1.0,0.05,0.462,0.29100000000000004,0.517,-0.145,0.417,14.0,-4.3,-7.3,-2.4,-0.4,16.0,30.0,216.0,1.0,-0.132,0.254,-0.106,0.289,-0.21600000000000005,0.14300000000000002
26.0,-4.4,-3.1,3.4,0.0,15.0,16.0,272.0,0.0,-0.066,0.371,0.132,0.471,-0.306,0.25,16.0,-4.3,-7.3,-1.3,-0.4,16.0,30.0,366.0,2.0,-0.057,0.38,-0.064,0.42,-0.040999999999999995,0.28600000000000003
35.0,-5.0,-4.1,3.4,0.1,11.0,31.0,367.0,3.0,-0.309,0.373,-0.41,0.371,-0.198,0.375,9.0,-4.3,-7.3,-1.0,-0.4,16.0,30.0,270.0,3.0,-0.43799999999999994,0.35700000000000004,-0.58,0.313,-0.127,0.455
27.0,1.0,0.4,3.4,-0.5,3.0,14.0,386.0,2.0,-0.015,0.369,0.27399999999999997,0.475,-0.47600000000000003,0.2,11.0,-4.3,-7.3,1.1,-0.4,16.0,30.0,330.0,3.0,-0.251,0.34700000000000003,-0.495,0.261,0.182,0.5
20.0,-3.7,-2.4,3.4,0.0,28.0,17.0,190.0,0.0,-0.025,0.34,0.247,0.448,-0.354,0.208,17.0,-4.3,-7.3,-1.3,-0.4,16.0,30.0,341.0,2.0,-0.188,0.415,-0.146,0.451,-0.258,0.355
21.0,6.1,4.1,3.4,-0.5,25.0,12.0,242.0,0.0,-0.096,0.293,0.12300000000000001,0.355,-0.34700000000000003,0.222,0.0,-4.3,-7.3,2.5,-0.4,16.0,30.0,251.0,3.0,-0.365,0.297,-0.435,0.298,-0.172,0.294
23.0,-2.6,-3.7,3.4,-0.3,2.0,26.0,266.0,0.0,-0.053,0.315,0.039,0.455,-0.11599999999999999,0.219,10.0,-4.3,-7.3,1.4,-0.4,16.0,30.0,412.0,3.0,-0.192,0.321,-0.125,0.371,-0.447,0.125
19.0,8.1,4.5,-2.4,0.4,12.0,1.0,216.0,2.0,-0.348,0.333,-0.332,0.349,-0.37799999999999995,0.304,10.0,-1.2,1.0,3.2,0.1,10.0,23.0,274.0,5.0,-0.46399999999999997,0.273,-0.5579999999999999,0.257,-0.358,0.29
33.0,8.7,9.7,-2.4,0.5,26.0,3.0,421.0,0.0,0.33799999999999997,0.5670000000000001,0.53,0.615,-0.019,0.476,8.0,-1.2,1.0,-1.5,0.1,10.0,23.0,344.0,2.0,-0.067,0.466,-0.139,0.404,0.111,0.619
26.0,3.1,3.5,-2.4,0.8,21.0,6.0,408.0,1.0,0.054000000000000006,0.419,0.057999999999999996,0.442,0.049,0.387,15.0,-1.2,1.0,-1.2,0.1,10.0,23.0,268.0,3.0,-0.17300000000000001,0.4,-0.25,0.417,0.135,0.333
34.0,-4.4,-3.1,-2.4,0.0,15.0,16.0,331.0,0.0,0.05,0.463,0.134,0.452,-0.023,0.472,14.0,-1.2,1.0,-1.3,0.1,10.0,23.0,367.0,4.0,-0.134,0.438,-0.16399999999999998,0.449,-0.033,0.4
30.0,1.9,-2.1,-2.4,0.7,32.0,10.0,365.0,0.0,0.204,0.46,0.34600000000000003,0.519,0.09699999999999999,0.417,17.0,-1.2,1.0,3.4,0.1,10.0,23.0,245.0,1.0,-0.191,0.411,-0.292,0.387,-0.064,0.44
20.0,2.9,4.0,-2.4,0.3,6.0,11.0,330.0,2.0,0.07200000000000001,0.477,0.023,0.486,0.136,0.464,17.0,-1.2,1.0,-1.3,0.1,10.0,23.0,293.0,1.0,0.068,0.455,0.162,0.489,-0.133,0.381
16.0,-4.3,-7.3,-2.4,-0.4,16.0,30.0,298.0,0.0,-0.034,0.377,0.054000000000000006,0.375,-0.13,0.379,10.0,-1.2,1.0,3.4,0.1,10.0,23.0,254.0,1.0,-0.273,0.29100000000000004,-0.068,0.359,-0.773,0.125
27.0,1.0,0.4,-2.4,-0.5,3.0,14.0,472.0,2.0,0.059000000000000004,0.397,0.53,0.5760000000000001,-0.385,0.229,10.0,-1.2,1.0,1.1,0.1,10.0,23.0,128.0,3.0,-0.515,0.26,-0.535,0.263,-0.449,0.25
17.0,6.1,4.1,-2.4,-0.5,25.0,12.0,343.0,1.0,0.028999999999999998,0.397,0.079,0.486,-0.042,0.269,16.0,-1.2,1.0,2.5,0.1,10.0,23.0,274.0,2.0,-0.12300000000000001,0.448,-0.218,0.486,0.02,0.391
30.0,6.1,4.1,-2.4,-0.5,25.0,12.0,495.0,0.0,0.307,0.5589999999999999,0.544,0.585,-0.053,0.519,10.0,-1.2,1.0,2.5,0.1,10.0,23.0,336.0,2.0,-0.165,0.389,-0.073,0.406,-0.298,0.364
35.0,8.7,9.7,-1.0,0.5,26.0,3.0,438.0,0.0,0.256,0.551,0.303,0.593,0.151,0.458,14.0,-2.2,-0.9,-1.5,-0.3,27.0,21.0,267.0,0.0,-0.023,0.344,0.049,0.38,-0.281,0.214
26.0,-1.2,1.0,-1.0,0.1,10.0,23.0,359.0,0.0,0.152,0.446,0.226,0.5,0.048,0.37,16.0,-2.2,-0.9,-2.4,-0.3,27.0,21.0,350.0,0.0,0.055999999999999994,0.422,0.08900000000000001,0.409,-0.018000000000000002,0.45
40.0,5.5,5.2,-1.0,0.2,29.0,9.0,349.0,0.0,0.157,0.563,0.237,0.574,-0.096,0.529,17.0,-2.2,-0.9,0.1,-0.3,27.0,21.0,316.0,4.0,-0.128,0.468,-0.135,0.5,-0.109,0.389
27.0,3.9,2.5,-1.0,0.3,17.0,5.0,402.0,1.0,0.10300000000000001,0.448,0.3,0.488,-0.249,0.375,23.0,-2.2,-0.9,1.1,-0.3,27.0,21.0,366.0,1.0,-0.07200000000000001,0.368,-0.028999999999999998,0.4320000000000001,-0.151,0.25
57.0,-5.7,-2.4,-1.0,-0.6,24.0,24.0,445.0,1.0,0.284,0.5,0.618,0.634,-0.034,0.3720000000000001,14.0,-2.2,-0.9,-2.8,-0.3,27.0,21.0,195.0,5.0,-0.5579999999999999,0.4,-1.069,0.364,0.066,0.444
