PtsW,Power Index FPI,Power Index OFF,Power Index DEF_Losing Team,Power Index ST,Ranks SOS,Ranks AVGWP,YdsW,TOW,EPA/play,OVR_SUCCESS_RATE,Dropback EPA,DROPBACK_SR,Rush EPA,RUN_SR,PtsL,Power Index FPI_Losing Team,Power Index OFF_Losing Team,Power Index DEF,Power Index ST_Losing Team,Ranks SOS_Losing Team,Ranks AVGWP_Losing Team,YdsL,TOL,EPA/play_Loss,OVR_SUCCESS_RATE_Loss,Dropback EPA_Loss,DROPBACK_SR_Loss,Rush EPA_Loss,RUN_SR_Loss
35.0,7.5,0.6,-3.5,0.2,30.0,4.0,427.0,2.0,-0.040999999999999995,0.481,0.026000000000000002,0.5429999999999999,-0.135,0.394,14.0,-8.7,-5.0,6.8,-0.3,24.0,27.0,213.0,4.0,-0.53,0.327,-0.652,0.353,-0.255,0.267
19.0,-0.6,-3.7,-3.5,-0.6,12.0,17.0,335.0,2.0,-0.14400000000000002,0.391,-0.061,0.458,-0.33399999999999996,0.238,14.0,-8.7,-5.0,3.6,-0.3,24.0,27.0,243.0,1.0,-0.24,0.333,-0.309,0.341,-0.092,0.316
27.0,-3.3,0.3,-3.5,0.1,11.0,24.0,245.0,0.0,0.08,0.361,0.23399999999999999,0.483,-0.06,0.25,21.0,-8.7,-5.0,-3.7,-0.3,24.0,27.0,263.0,3.0,-0.193,0.4,-0.19699999999999998,0.44,-0.182,0.3
34.0,-6.5,-7.2,-3.5,0.3,32.0,23.0,294.0,0.0,0.075,0.344,0.301,0.472,-0.215,0.179,27.0,-8.7,-5.0,0.3,-0.3,24.0,27.0,281.0,2.0,-0.032,0.313,0.19399999999999998,0.412,-0.753,0.0
38.0,6.2,2.9,0.0,0.1,14.0,7.0,447.0,2.0,0.132,0.464,0.6409999999999999,0.618,-0.36200000000000004,0.314,20.0,1.6,1.4,3.2,0.2,28.0,21.0,400.0,3.0,-0.114,0.477,-0.065,0.523,-0.217,0.381
17.0,2.9,3.6,0.0,0.0,2.0,16.0,382.0,0.0,0.2,0.368,0.505,0.5,-0.41100000000000003,0.105,9.0,1.6,1.4,-0.7,0.2,28.0,21.0,282.0,0.0,-0.057999999999999996,0.359,-0.063,0.375,-0.049,0.333
17.0,2.9,3.6,0.0,0.0,2.0,16.0,348.0,2.0,-0.10300000000000001,0.3,-0.08800000000000001,0.333,-0.125,0.25,9.0,1.6,1.4,-0.7,0.2,28.0,21.0,344.0,5.0,-0.308,0.507,-0.257,0.5379999999999999,-0.433,0.429
37.0,6.1,6.9,0.0,-0.5,31.0,14.0,402.0,1.0,0.11900000000000001,0.478,0.304,0.606,-0.051,0.361,10.0,1.6,1.4,-0.3,0.2,28.0,21.0,283.0,4.0,-0.302,0.4,-0.29100000000000004,0.441,-0.317,0.34600000000000003
27.0,-5.6,-2.7,0.0,0.5,17.0,19.0,287.0,0.0,0.055999999999999994,0.35600000000000004,0.139,0.353,-0.057,0.36,24.0,1.6,1.4,-3.4,0.2,28.0,21.0,373.0,2.0,-0.10099999999999999,0.392,-0.013000000000000001,0.404,-0.254,0.37
17.0,7.5,0.6,0.0,0.2,30.0,4.0,298.0,0.0,-0.079,0.34700000000000003,-0.011000000000000001,0.38,-0.235,0.273,10.0,1.6,1.4,6.8,0.2,28.0,21.0,255.0,1.0,-0.17,0.423,-0.20199999999999999,0.396,-0.078,0.5
24.0,1.2,2.9,0.0,0.2,3.0,26.0,367.0,3.0,-0.047,0.371,0.018000000000000002,0.435,-0.23199999999999998,0.188,20.0,1.6,1.4,-1.9,0.2,28.0,21.0,286.0,3.0,-0.113,0.385,-0.044000000000000004,0.426,-0.26899999999999996,0.292
37.0,-9.8,-3.5,0.0,0.2,26.0,29.0,409.0,1.0,0.271,0.536,0.444,0.647,-0.218,0.222,31.0,1.6,1.4,-6.5,0.2,28.0,21.0,386.0,1.0,0.16399999999999998,0.456,0.24600000000000002,0.49,-0.045,0.368
42.0,6.2,2.9,-3.4,0.1,14.0,7.0,504.0,0.0,0.469,0.551,0.765,0.639,0.146,0.455,30.0,-5.6,-2.7,3.2,0.5,17.0,19.0,433.0,1.0,0.175,0.5479999999999999,0.27899999999999997,0.604,-0.102,0.4
20.0,6.2,2.9,-3.4,0.1,14.0,7.0,354.0,0.0,-0.040999999999999995,0.429,0.2,0.531,-0.243,0.342,7.0,-5.6,-2.7,3.2,0.5,17.0,19.0,231.0,2.0,-0.19,0.38,-0.16,0.408,-0.256,0.318
34.0,12.2,11.2,-3.4,0.5,8.0,3.0,438.0,3.0,0.134,0.456,0.263,0.479,-0.17600000000000002,0.4,30.0,-5.6,-2.7,0.5,0.5,17.0,19.0,447.0,2.0,-0.105,0.487,0.161,0.5479999999999999,-0.434,0.412
23.0,3.4,4.2,-3.4,-0.4,19.0,6.0,447.0,3.0,0.039,0.472,0.069,0.457,-0.013999999999999999,0.5,22.0,-5.6,-2.7,-0.4,0.5,17.0,19.0,299.0,0.0,-0.003,0.35200000000000004,0.062,0.417,-0.134,0.222
23.0,3.4,4.2,-3.4,-0.4,19.0,6.0,432.0,1.0,0.039,0.391,0.10099999999999999,0.407,-0.09,0.35700000000000004,20.0,-5.6,-2.7,-0.4,0.5,17.0,19.0,305.0,1.0,-0.126,0.4,-0.287,0.389,0.115,0.417
35.0,6.1,6.9,-3.4,-0.5,31.0,14.0,509.0,1.0,0.26,0.551,0.451,0.58,-0.242,0.474,27.0,-5.6,-2.7,-0.3,0.5,17.0,19.0,312.0,0.0,0.059000000000000004,0.433,0.17300000000000001,0.457,-0.1,0.4
31.0,-3.7,1.2,-3.4,-0.4,13.0,15.0,450.0,0.0,0.22899999999999998,0.457,0.374,0.5589999999999999,0.09300000000000001,0.361,24.0,-5.6,-2.7,-4.5,0.5,17.0,19.0,473.0,2.0,0.151,0.493,0.33899999999999997,0.511,-0.251,0.455
38.0,1.9,0.0,-3.4,-0.5,16.0,12.0,495.0,1.0,0.221,0.423,0.573,0.591,-0.35200000000000004,0.14800000000000002,17.0,-5.6,-2.7,2.5,0.5,17.0,19.0,295.0,3.0,-0.354,0.365,-0.428,0.3670000000000001,-0.095,0.35700000000000004
20.0,-0.6,-3.7,-3.4,-0.6,12.0,17.0,226.0,0.0,-0.057999999999999996,0.382,-0.055999999999999994,0.406,-0.059000000000000004,0.348,13.0,-5.6,-2.7,3.6,0.5,17.0,19.0,357.0,1.0,-0.154,0.363,-0.12300000000000001,0.404,-0.233,0.261
24.0,-0.6,-3.7,-3.4,-0.6,12.0,17.0,419.0,1.0,0.081,0.556,0.185,0.581,-0.14400000000000002,0.5,20.0,-5.6,-2.7,3.6,0.5,17.0,19.0,364.0,1.0,-0.01,0.384,0.091,0.404,-0.192,0.34600000000000003
27.0,-3.5,-5.9,-3.4,-0.1,7.0,10.0,348.0,0.0,0.158,0.449,0.185,0.475,0.122,0.414,17.0,-5.6,-2.7,2.5,0.5,17.0,19.0,191.0,0.0,-0.08199999999999999,0.4,-0.16699999999999998,0.31,0.035,0.524
19.0,-9.9,-6.1,-3.4,0.0,25.0,32.0,230.0,2.0,-0.262,0.339,-0.29100000000000004,0.343,-0.215,0.333,16.0,-5.6,-2.7,-3.8,0.5,17.0,19.0,364.0,4.0,-0.10400000000000001,0.392,-0.033,0.4,-0.214,0.379
19.0,6.2,2.9,-3.8,0.1,14.0,7.0,434.0,1.0,-0.03,0.375,0.226,0.5,-0.212,0.28600000000000003,9.0,-9.9,-6.1,3.2,0.0,25.0,32.0,216.0,2.0,-0.239,0.442,-0.23399999999999999,0.5770000000000001,-0.247,0.235
9.0,7.5,3.2,-3.8,0.0,15.0,2.0,283.0,1.0,-0.055,0.391,0.158,0.444,-0.21,0.35100000000000003,0.0,-9.9,-6.1,4.3,0.0,25.0,32.0,154.0,1.0,-0.284,0.311,0.061,0.313,-0.475,0.31
20.0,3.4,4.2,-3.8,-0.4,19.0,6.0,341.0,1.0,0.068,0.404,-0.078,0.353,0.28300000000000003,0.478,15.0,-9.9,-6.1,-0.4,0.0,25.0,32.0,262.0,1.0,-0.019,0.41,0.034,0.438,-0.079,0.379
32.0,1.6,1.4,-3.8,0.2,28.0,21.0,436.0,0.0,0.182,0.417,0.435,0.425,-0.133,0.406,27.0,-9.9,-6.1,0.0,0.0,25.0,32.0,398.0,0.0,0.213,0.435,0.45399999999999996,0.532,-0.542,0.133
37.0,1.6,1.4,-3.8,0.2,28.0,21.0,415.0,1.0,0.253,0.545,0.281,0.6,0.203,0.444,27.0,-9.9,-6.1,0.0,0.0,25.0,32.0,352.0,1.0,0.035,0.472,0.023,0.5760000000000001,0.055,0.3
24.0,-1.0,-3.1,-3.8,-0.1,29.0,9.0,268.0,0.0,0.066,0.441,0.33799999999999997,0.522,-0.10800000000000001,0.389,9.0,-9.9,-6.1,2.2,0.0,25.0,32.0,243.0,0.0,-0.126,0.36,-0.16699999999999998,0.414,-0.07,0.28600000000000003
31.0,6.1,6.9,-3.8,-0.5,31.0,14.0,474.0,1.0,0.28,0.5589999999999999,0.44799999999999995,0.647,0.113,0.471,21.0,-9.9,-6.1,-0.3,0.0,25.0,32.0,255.0,0.0,0.064,0.466,0.154,0.512,-0.154,0.353
47.0,6.1,6.9,-3.8,-0.5,31.0,14.0,517.0,1.0,0.149,0.419,0.14300000000000002,0.385,0.157,0.457,16.0,-9.9,-6.1,-0.3,0.0,25.0,32.0,271.0,2.0,-0.39799999999999996,0.355,-0.523,0.35700000000000004,-0.135,0.35
33.0,7.5,0.6,-3.8,0.2,30.0,4.0,442.0,1.0,0.14400000000000002,0.442,0.27,0.5,-0.08800000000000001,0.333,7.0,-9.9,-6.1,6.8,0.0,25.0,32.0,223.0,2.0,-0.483,0.25,-0.6940000000000001,0.27,-0.07,0.211
31.0,-0.6,-3.7,-3.8,-0.6,12.0,17.0,298.0,1.0,0.10300000000000001,0.46,0.28600000000000003,0.579,-0.177,0.28,15.0,-9.9,-6.1,3.6,0.0,25.0,32.0,356.0,5.0,-0.225,0.493,-0.147,0.5660000000000001,-0.434,0.3
24.0,-8.7,-5.0,-3.8,-0.3,24.0,27.0,389.0,4.0,-0.051,0.486,0.18600000000000005,0.537,-0.34600000000000003,0.424,3.0,-9.9,-6.1,-3.5,0.0,25.0,32.0,176.0,4.0,-0.5529999999999999,0.28600000000000003,-0.58,0.382,-0.4920000000000001,0.067
41.0,-8.7,-5.0,-3.8,-0.3,24.0,27.0,552.0,0.0,0.45799999999999996,0.529,0.551,0.5529999999999999,0.267,0.478,35.0,-9.9,-6.1,-3.5,0.0,25.0,32.0,361.0,0.0,0.20800000000000002,0.443,0.433,0.5329999999999999,-0.196,0.28
34.0,-6.5,-7.2,-3.8,0.3,32.0,23.0,400.0,2.0,0.129,0.456,0.295,0.514,-0.048,0.394,17.0,-9.9,-6.1,0.3,0.0,25.0,32.0,225.0,1.0,-0.314,0.306,-0.314,0.302,-0.314,0.316
28.0,6.2,2.9,-0.3,0.1,14.0,7.0,364.0,0.0,0.24,0.479,0.344,0.556,0.134,0.4,24.0,6.1,6.9,3.2,-0.5,31.0,14.0,443.0,1.0,0.187,0.4370000000000001,0.442,0.5710000000000001,-0.382,0.136
34.0,3.4,4.2,-0.3,-0.4,19.0,6.0,335.0,0.0,0.139,0.507,0.129,0.465,0.157,0.5770000000000001,24.0,6.1,6.9,-0.4,-0.5,31.0,14.0,563.0,3.0,0.046,0.563,0.061,0.547,0.002,0.611
17.0,1.6,1.4,-0.3,0.2,28.0,21.0,431.0,0.0,0.037000000000000005,0.465,0.158,0.511,-0.17300000000000001,0.385,9.0,6.1,6.9,0.0,-0.5,31.0,14.0,311.0,1.0,-0.159,0.452,-0.106,0.447,-0.324,0.467
26.0,-1.0,-3.1,-0.3,-0.1,29.0,9.0,356.0,0.0,0.21899999999999997,0.4920000000000001,0.612,0.618,-0.212,0.355,15.0,6.1,6.9,2.2,-0.5,31.0,14.0,426.0,2.0,-0.036000000000000004,0.48,-0.055,0.525,0.034,0.313
13.0,7.5,0.6,-0.3,0.2,30.0,4.0,282.0,0.0,-0.136,0.394,-0.14,0.4,-0.13,0.385,9.0,6.1,6.9,6.8,-0.5,31.0,14.0,321.0,1.0,-0.168,0.397,-0.265,0.342,-0.019,0.48
12.0,7.8,6.2,-0.3,0.7,9.0,5.0,266.0,1.0,-0.147,0.429,-0.19699999999999998,0.39,-0.076,0.483,10.0,6.1,6.9,0.9,-0.5,31.0,14.0,257.0,3.0,-0.139,0.386,0.01,0.5,-0.43799999999999994,0.158
31.0,-0.6,-3.7,-0.3,-0.6,12.0,17.0,382.0,2.0,0.08900000000000001,0.522,0.327,0.6,-0.24,0.414,24.0,6.1,6.9,3.6,-0.5,31.0,14.0,408.0,0.0,0.08,0.431,0.065,0.471,0.11699999999999999,0.333
24.0,-6.5,-7.2,-0.3,0.3,32.0,23.0,382.0,1.0,0.147,0.393,0.318,0.5,-0.214,0.16699999999999998,22.0,6.1,6.9,0.3,-0.5,31.0,14.0,399.0,0.0,0.129,0.519,0.307,0.604,-0.129,0.394
27.0,6.2,2.9,2.5,0.1,14.0,7.0,321.0,2.0,0.091,0.4920000000000001,0.20800000000000002,0.5579999999999999,-0.18899999999999997,0.333,23.0,-3.5,-5.9,3.2,-0.1,7.0,10.0,394.0,1.0,-0.013000000000000001,0.423,-0.004,0.348,-0.026000000000000002,0.531
30.0,12.2,11.2,2.5,0.5,8.0,3.0,271.0,0.0,-0.005,0.4,0.066,0.5,-0.09699999999999999,0.269,6.0,-3.5,-5.9,0.5,-0.1,7.0,10.0,205.0,1.0,-0.3720000000000001,0.299,-0.516,0.304,-0.057999999999999996,0.28600000000000003
23.0,12.2,11.2,2.5,0.5,8.0,3.0,419.0,1.0,0.195,0.523,0.34299999999999997,0.605,-0.094,0.364,3.0,-3.5,-5.9,0.5,-0.1,7.0,10.0,251.0,1.0,-0.198,0.322,-0.192,0.318,-0.21600000000000005,0.333
27.0,3.4,4.2,2.5,-0.4,19.0,6.0,312.0,0.0,0.136,0.396,0.221,0.448,0.033,0.333,16.0,-3.5,-5.9,-0.4,-0.1,7.0,10.0,310.0,3.0,-0.11,0.444,-0.31,0.4,0.079,0.486
20.0,-1.0,-3.1,2.5,-0.1,29.0,9.0,424.0,1.0,0.075,0.458,0.251,0.448,-0.043,0.465,3.0,-3.5,-5.9,2.2,-0.1,7.0,10.0,134.0,1.0,-0.363,0.327,-0.5720000000000001,0.25,0.031,0.471
24.0,-3.7,1.2,2.5,-0.4,13.0,15.0,357.0,0.0,0.289,0.537,0.63,0.63,-0.052000000000000005,0.444,16.0,-3.5,-5.9,-4.5,-0.1,7.0,10.0,344.0,0.0,0.10800000000000001,0.468,0.213,0.526,-0.057,0.375
15.0,0.3,-0.2,2.5,-0.1,18.0,11.0,318.0,1.0,-0.096,0.444,-0.085,0.528,-0.11,0.333,13.0,-3.5,-5.9,0.6,-0.1,7.0,10.0,279.0,0.0,-0.081,0.37,-0.017,0.381,-0.16899999999999998,0.355
16.0,-0.6,-3.7,2.5,-0.6,12.0,17.0,273.0,0.0,0.033,0.417,0.055,0.433,0.012,0.4,14.0,-3.5,-5.9,3.6,-0.1,7.0,10.0,372.0,1.0,0.032,0.438,0.141,0.527,-0.20800000000000002,0.24
26.0,-5.7,-5.6,2.5,0.4,10.0,30.0,455.0,0.0,0.105,0.415,0.052000000000000005,0.439,0.158,0.39,24.0,-3.5,-5.9,-0.5,-0.1,7.0,10.0,371.0,1.0,0.06,0.426,0.14400000000000002,0.487,-0.159,0.267
21.0,2.9,3.6,-3.9,0.0,2.0,16.0,232.0,1.0,-0.162,0.327,-0.039,0.44,-0.289,0.208,20.0,-8.0,-4.1,-0.7,0.1,23.0,31.0,429.0,3.0,-0.008,0.4,0.17600000000000002,0.458,-0.6859999999999999,0.188
41.0,7.5,3.2,-3.9,0.0,15.0,2.0,571.0,1.0,0.40399999999999997,0.588,0.679,0.607,0.21100000000000002,0.575,17.0,-8.0,-4.1,4.3,0.1,23.0,31.0,316.0,1.0,-0.076,0.362,0.040999999999999995,0.42,-0.38299999999999995,0.211
24.0,3.5,1.8,-3.9,0.3,5.0,8.0,470.0,0.0,0.27399999999999997,0.4,0.5579999999999999,0.441,-0.098,0.34600000000000003,10.0,-8.0,-4.1,1.4,0.1,23.0,31.0,401.0,0.0,0.028999999999999998,0.377,-0.003,0.375,0.114,0.381
21.0,-1.0,-3.1,-3.9,-0.1,29.0,9.0,416.0,2.0,-0.059000000000000004,0.466,-0.028999999999999998,0.476,-0.099,0.452,17.0,-8.0,-4.1,2.2,0.1,23.0,31.0,306.0,4.0,-0.159,0.379,-0.2,0.41,-0.07400000000000001,0.316
23.0,9.6,7.1,-3.9,0.3,27.0,1.0,497.0,1.0,0.136,0.467,0.162,0.472,0.111,0.462,17.0,-8.0,-4.1,2.2,0.1,23.0,31.0,250.0,1.0,-0.07,0.35600000000000004,0.037000000000000005,0.435,-0.44799999999999995,0.077
49.0,9.6,7.1,-3.9,0.3,27.0,1.0,379.0,1.0,0.539,0.614,0.907,0.696,0.136,0.524,13.0,-8.0,-4.1,2.2,0.1,23.0,31.0,307.0,3.0,-0.33799999999999997,0.452,-0.626,0.389,-0.059000000000000004,0.514
34.0,7.5,0.6,-3.9,0.2,30.0,4.0,291.0,0.0,0.059000000000000004,0.429,-0.037000000000000005,0.364,0.165,0.5,13.0,-8.0,-4.1,6.8,0.1,23.0,31.0,315.0,5.0,-0.228,0.431,-0.373,0.441,-0.07,0.419
17.0,-3.7,1.2,-3.9,-0.4,13.0,15.0,386.0,2.0,0.013999999999999999,0.438,0.284,0.529,-0.292,0.333,10.0,-8.0,-4.1,-4.5,0.1,23.0,31.0,246.0,2.0,-0.20800000000000002,0.3670000000000001,-0.451,0.275,0.27899999999999997,0.55
27.0,-2.2,-0.7,-3.9,-0.5,22.0,22.0,333.0,2.0,0.067,0.396,0.094,0.448,0.034,0.333,19.0,-8.0,-4.1,-1.0,0.1,23.0,31.0,451.0,1.0,-0.01,0.507,-0.095,0.488,0.106,0.5329999999999999
27.0,-5.7,-5.6,-3.9,0.4,10.0,30.0,460.0,0.0,-0.003,0.403,0.08800000000000001,0.375,-0.102,0.4320000000000001,17.0,-8.0,-4.1,-0.5,0.1,23.0,31.0,291.0,4.0,-0.267,0.371,-0.18600000000000005,0.442,-0.503,0.16699999999999998
27.0,-3.8,-8.2,-3.9,-0.2,21.0,20.0,326.0,1.0,0.083,0.545,0.377,0.7190000000000001,-0.326,0.304,3.0,-8.0,-4.1,4.6,0.1,23.0,31.0,175.0,2.0,-0.308,0.348,-0.45,0.271,0.07,0.556
16.0,-3.8,-8.2,-3.9,-0.2,21.0,20.0,338.0,1.0,-0.043,0.362,-0.153,0.306,0.077,0.424,10.0,-8.0,-4.1,4.6,0.1,23.0,31.0,244.0,2.0,-0.314,0.316,-0.349,0.382,-0.261,0.217
26.0,-3.3,0.3,-3.9,0.1,11.0,24.0,514.0,0.0,0.23800000000000002,0.493,0.298,0.486,0.177,0.5,23.0,-8.0,-4.1,-3.7,0.1,23.0,31.0,370.0,0.0,0.083,0.53,0.23399999999999999,0.5479999999999999,-0.18,0.5
38.0,-9.8,-3.5,-3.9,0.2,26.0,29.0,502.0,1.0,0.221,0.442,0.408,0.509,-0.14800000000000002,0.31,35.0,-8.0,-4.1,-6.5,0.1,23.0,31.0,430.0,1.0,0.076,0.384,0.252,0.4920000000000001,-0.353,0.12
28.0,2.9,3.6,4.6,0.0,2.0,16.0,425.0,2.0,0.042,0.473,0.34700000000000003,0.578,-0.4320000000000001,0.31,26.0,-3.8,-8.2,-0.7,-0.2,21.0,20.0,261.0,1.0,-0.046,0.491,-0.08199999999999999,0.487,0.040999999999999995,0.5
24.0,7.5,3.2,4.6,0.0,15.0,2.0,436.0,5.0,-0.14,0.474,0.08900000000000001,0.528,-0.337,0.429,20.0,-3.8,-8.2,4.3,-0.2,21.0,20.0,239.0,2.0,-0.235,0.321,-0.187,0.257,-0.33,0.444
17.0,-1.0,-3.1,4.6,-0.1,29.0,9.0,261.0,2.0,-0.141,0.375,-0.075,0.419,-0.204,0.333,10.0,-3.8,-8.2,2.2,-0.2,21.0,20.0,229.0,5.0,-0.382,0.386,-0.376,0.381,-0.401,0.4
26.0,9.6,7.1,4.6,0.3,27.0,1.0,277.0,3.0,-0.09699999999999999,0.392,-0.188,0.349,0.012,0.444,23.0,-3.8,-8.2,2.2,-0.2,21.0,20.0,269.0,2.0,-0.1,0.439,-0.062,0.436,-0.183,0.444
28.0,9.6,7.1,4.6,0.3,27.0,1.0,304.0,2.0,-0.086,0.435,-0.182,0.423,-0.027999999999999997,0.442,10.0,-3.8,-8.2,2.2,-0.2,21.0,20.0,168.0,2.0,-0.39,0.3,-0.45399999999999996,0.25,-0.309,0.364
33.0,7.5,0.6,4.6,0.2,30.0,4.0,465.0,0.0,0.22,0.429,0.488,0.5,-0.13699999999999998,0.333,3.0,-3.8,-8.2,6.8,-0.2,21.0,20.0,308.0,1.0,-0.182,0.379,-0.122,0.407,-0.452,0.25
21.0,-2.2,-0.7,4.6,-0.5,22.0,22.0,293.0,0.0,-0.07200000000000001,0.353,0.1,0.324,-0.244,0.382,7.0,-3.8,-8.2,-1.0,-0.2,21.0,20.0,236.0,4.0,-0.34700000000000003,0.417,-0.33899999999999997,0.464,-0.375,0.25
16.0,-6.5,-7.2,4.6,0.3,32.0,23.0,259.0,1.0,-0.174,0.333,-0.078,0.433,-0.27,0.233,10.0,-3.8,-8.2,0.3,-0.2,21.0,20.0,260.0,2.0,-0.174,0.284,-0.115,0.302,-0.27899999999999997,0.25
27.0,2.9,3.6,-3.7,0.0,2.0,16.0,340.0,0.0,0.128,0.532,0.17600000000000002,0.556,0.061,0.5,10.0,-3.3,0.3,-0.7,0.1,11.0,24.0,321.0,1.0,-0.135,0.452,-0.222,0.415,0.034,0.524
28.0,7.5,3.2,-3.7,0.0,15.0,2.0,411.0,0.0,0.245,0.426,0.5820000000000001,0.55,-0.237,0.25,25.0,-3.3,0.3,4.3,0.1,11.0,24.0,357.0,0.0,0.18,0.463,0.13,0.375,0.252,0.591
36.0,7.5,3.2,-3.7,0.0,15.0,2.0,442.0,2.0,0.07400000000000001,0.486,0.263,0.593,-0.493,0.16699999999999998,26.0,-3.3,0.3,4.3,0.1,11.0,24.0,266.0,2.0,0.006,0.478,-0.05,0.452,0.10099999999999999,0.52
34.0,3.5,1.8,-3.7,0.3,5.0,8.0,549.0,0.0,0.195,0.487,0.467,0.532,-0.217,0.419,7.0,-3.3,0.3,1.4,0.1,11.0,24.0,198.0,1.0,-0.401,0.28600000000000003,-0.486,0.341,-0.204,0.158
31.0,3.5,1.8,-3.7,0.3,5.0,8.0,424.0,0.0,0.10300000000000001,0.439,0.361,0.469,-0.27899999999999997,0.394,24.0,-3.3,0.3,1.4,0.1,11.0,24.0,393.0,5.0,0.004,0.463,0.16899999999999998,0.49,-0.44799999999999995,0.389
23.0,9.6,7.1,-3.7,0.3,27.0,1.0,440.0,0.0,0.126,0.44,0.301,0.522,-0.151,0.31,17.0,-3.3,0.3,2.2,0.1,11.0,24.0,349.0,0.0,0.081,0.382,0.22399999999999998,0.4320000000000001,-0.49,0.182
27.0,-5.6,-2.7,-3.7,0.5,17.0,19.0,477.0,2.0,0.02,0.444,0.226,0.51,-0.29600000000000004,0.344,27.0,-3.3,0.3,-3.4,0.1,11.0,24.0,387.0,1.0,-0.102,0.368,-0.12300000000000001,0.349,-0.047,0.417
31.0,7.8,6.2,-3.7,0.7,9.0,5.0,510.0,1.0,0.195,0.486,0.262,0.556,0.08199999999999999,0.37,9.0,-3.3,0.3,0.9,0.1,11.0,24.0,237.0,0.0,-0.327,0.34700000000000003,-0.28,0.368,-0.491,0.273
30.0,1.9,0.0,-3.7,-0.5,16.0,12.0,457.0,3.0,0.049,0.398,0.09,0.441,-0.054000000000000006,0.292,27.0,-3.3,0.3,2.5,0.1,11.0,24.0,417.0,2.0,0.08199999999999999,0.373,0.139,0.4,-0.087,0.294
38.0,-7.0,-5.9,-3.7,-0.1,6.0,28.0,413.0,1.0,0.27699999999999997,0.483,0.451,0.552,0.10300000000000001,0.414,20.0,-3.3,0.3,-0.9,0.1,11.0,24.0,248.0,2.0,-0.106,0.44,-0.249,0.382,0.29,0.6
23.0,-3.8,-8.2,-3.7,-0.2,21.0,20.0,275.0,2.0,-0.001,0.475,0.368,0.536,-0.33399999999999996,0.419,17.0,-3.3,0.3,4.6,0.1,11.0,24.0,236.0,3.0,-0.127,0.424,-0.133,0.45,-0.115,0.368
30.0,2.9,3.6,1.4,0.0,2.0,16.0,429.0,1.0,0.161,0.464,0.392,0.531,-0.039,0.405,29.0,3.5,1.8,-0.7,0.3,5.0,8.0,477.0,2.0,0.16399999999999998,0.449,0.267,0.462,-0.154,0.412
20.0,7.5,3.2,1.4,0.0,15.0,2.0,331.0,2.0,-0.07,0.44,0.02,0.556,-0.154,0.333,7.0,3.5,1.8,4.3,0.3,5.0,8.0,157.0,1.0,-0.5870000000000001,0.365,-0.648,0.233,-0.504,0.545
34.0,7.5,3.2,1.4,0.0,15.0,2.0,334.0,2.0,-0.055999999999999994,0.418,-0.185,0.412,0.152,0.429,31.0,3.5,1.8,4.3,0.3,5.0,8.0,395.0,1.0,0.048,0.443,0.095,0.46,-0.069,0.4
45.0,9.6,7.1,1.4,0.3,27.0,1.0,480.0,0.0,0.46,0.541,0.695,0.5329999999999999,0.299,0.545,6.0,3.5,1.8,2.2,0.3,5.0,8.0,221.0,2.0,-0.17800000000000002,0.373,-0.187,0.381,-0.133,0.333
44.0,6.1,6.9,1.4,-0.5,31.0,14.0,475.0,0.0,0.332,0.544,0.322,0.462,0.337,0.595,21.0,3.5,1.8,-0.3,0.3,5.0,8.0,289.0,1.0,-0.057,0.465,-0.012,0.517,-0.259,0.231
55.0,1.9,0.0,1.4,-0.5,16.0,12.0,464.0,1.0,0.27399999999999997,0.479,0.5489999999999999,0.605,-0.11900000000000001,0.3,40.0,3.5,1.8,2.5,0.3,5.0,8.0,518.0,4.0,-0.033,0.489,-0.018000000000000002,0.519,-0.142,0.273
17.0,-3.8,-8.2,1.4,-0.2,21.0,20.0,273.0,2.0,-0.307,0.306,0.02,0.409,-0.8220000000000001,0.14300000000000002,12.0,3.5,1.8,4.6,0.3,5.0,8.0,306.0,4.0,-0.39299999999999996,0.368,-0.436,0.404,-0.298,0.292
27.0,2.9,3.6,4.3,0.0,2.0,16.0,336.0,4.0,-0.298,0.458,-0.34299999999999997,0.535,-0.231,0.345,24.0,7.5,3.2,-0.7,0.0,15.0,2.0,302.0,3.0,-0.295,0.363,-0.313,0.426,-0.257,0.231
31.0,12.2,11.2,4.3,0.5,8.0,3.0,397.0,2.0,0.22,0.493,0.147,0.49,0.389,0.5,20.0,7.5,3.2,0.5,0.0,15.0,2.0,351.0,2.0,0.107,0.473,0.038,0.472,0.23800000000000002,0.474
20.0,9.6,7.1,4.3,0.3,27.0,1.0,283.0,1.0,0.012,0.484,-0.006999999999999999,0.4,0.023,0.5379999999999999,17.0,7.5,3.2,2.2,0.0,15.0,2.0,331.0,1.0,0.128,0.436,0.125,0.5,0.132,0.37
29.0,1.2,2.9,4.3,0.2,3.0,26.0,290.0,1.0,0.12,0.4920000000000001,0.228,0.489,-0.161,0.5,22.0,7.5,3.2,-1.9,0.0,15.0,2.0,313.0,2.0,0.004,0.453,0.145,0.474,-0.203,0.423
37.0,2.9,3.6,3.2,0.0,2.0,16.0,444.0,2.0,0.099,0.5329999999999999,-0.059000000000000004,0.5,0.245,0.564,30.0,6.2,2.9,-0.7,0.1,14.0,7.0,354.0,3.0,0.024,0.426,0.106,0.436,-0.191,0.4
